experiment,date,subject,group,day,procedure,blockname,ppr,resolution,fr,direction,deprivation,stim_freq,zone_paired
aan,6/12/2021,aan13,control,8,rtpp,2021_06_12_aan13,1024,64,NA,NA,NA,1,z1
aan,6/12/2021,aan15,vgat_chr2,8,rtpp,2021_06_12_aan15,1024,64,NA,NA,NA,1,z2
aan,6/12/2021,aan16,vgat_chr2,8,rtpp,2021_06_12_aan16,1024,64,NA,NA,NA,1,z2
aan,6/14/2021,aan01,control,9,rtpp,2021_06_14_aan01,1024,64,NA,NA,NA,1,z1
aan,6/14/2021,aan02,control,9,rtpp,2021_06_14_aan02,1024,64,NA,NA,NA,10,z2
aan,6/14/2021,aan03,vglut2_chr2,9,rtpp,2021_06_14_aan03,1024,64,NA,NA,NA,40,z1
aan,6/14/2021,aan04,vglut2_chr2,9,rtpp,2021_06_14_aan04,1024,64,NA,NA,NA,0,z1
aan,6/14/2021,aan05,control,9,rtpp,2021_06_14_aan05,1024,64,NA,NA,NA,0,z2
aan,6/14/2021,aan06,control,9,rtpp,2021_06_14_aan06,1024,64,NA,NA,NA,1,z2
aan,6/14/2021,aan07,vglut2_chr2,9,rtpp,2021_06_14_aan07,1024,64,NA,NA,NA,40,z1
aan,6/14/2021,aan08,vglut2_chr2,9,rtpp,2021_06_14_aan08,1024,64,NA,NA,NA,20,z2
aan,6/14/2021,aan09,control,9,rtpp,2021_06_14_aan09,1024,64,NA,NA,NA,5,z2
aan,6/14/2021,aan10,control,9,rtpp,2021_06_14_aan10,1024,64,NA,NA,NA,40,z2
aan,6/14/2021,aan11,vgat_chr2,9,rtpp,2021_06_14_aan11,1024,64,NA,NA,NA,5,z1
aan,6/14/2021,aan12,vgat_chr2,9,rtpp,2021_06_14_aan12,1024,64,NA,NA,NA,20,z2
aan,6/14/2021,aan13,control,9,rtpp,2021_06_14_aan13,1024,64,NA,NA,NA,20,z2
aan,6/14/2021,aan15,vgat_chr2,9,rtpp,2021_06_14_aan15,1024,64,NA,NA,NA,40,z1
aan,6/14/2021,aan16,vgat_chr2,9,rtpp,2021_06_14_aan16,1024,64,NA,NA,NA,40,z1
aan,6/15/2021,aan01,control,10,rtpp,2021_06_15_aan01,1024,64,NA,NA,NA,20,z2
aan,6/15/2021,aan02,control,10,rtpp,2021_06_15_aan02,1024,64,NA,NA,NA,5,z1
aan,6/15/2021,aan03,vglut2_chr2,10,rtpp,2021_06_15_aan03,1024,64,NA,NA,NA,10,z2
aan,6/15/2021,aan04,vglut2_chr2,10,rtpp,2021_06_15_aan04,1024,64,NA,NA,NA,10,z2
aan,6/15/2021,aan05,control,10,rtpp,2021_06_15_aan05,1024,64,NA,NA,NA,10,z2
aan,6/15/2021,aan06,control,10,rtpp,2021_06_15_aan06,1024,64,NA,NA,NA,40,z1
aan,6/15/2021,aan07,vglut2_chr2,10,rtpp,2021_06_15_aan07,1024,64,NA,NA,NA,1,z2
aan,6/15/2021,aan08,vglut2_chr2,10,rtpp,2021_06_15_aan08,1024,64,NA,NA,NA,10,z2
aan,6/15/2021,aan09,control,10,rtpp,2021_06_15_aan09,1024,64,NA,NA,NA,10,z2
aan,6/15/2021,aan10,control,10,rtpp,2021_06_15_aan10,1024,64,NA,NA,NA,20,z1
aan,6/15/2021,aan11,vgat_chr2,10,rtpp,2021_06_15_aan11,1024,64,NA,NA,NA,0,z2
aan,6/15/2021,aan12,vgat_chr2,10,rtpp,2021_06_15_aan12,1024,64,NA,NA,NA,40,z2
aan,6/15/2021,aan13,control,10,rtpp,2021_06_15_aan13,1024,64,NA,NA,NA,10,z1
aan,6/15/2021,aan15,vgat_chr2,10,rtpp,2021_06_15_aan15,1024,64,NA,NA,NA,5,z1
aan,6/15/2021,aan16,vgat_chr2,10,rtpp,2021_06_15_aan16,1024,64,NA,NA,NA,20,z2
aan,6/16/2021,aan01,control,11,rtpp,2021_06_16_aan01,1024,64,NA,NA,NA,10,z2
aan,6/16/2021,aan02,control,11,rtpp,2021_06_16_aan02,1024,64,NA,NA,NA,0,z1
aan,6/16/2021,aan03,vglut2_chr2,11,rtpp,2021_06_16_aan03,1024,64,NA,NA,NA,5,z2
aan,6/16/2021,aan04,vglut2_chr2,11,rtpp,2021_06_16_aan04,1024,64,NA,NA,NA,20,z2
aan,6/16/2021,aan05,control,11,rtpp,2021_06_16_aan05,1024,64,NA,NA,NA,1,z1
aan,6/16/2021,aan06,control,11,rtpp,2021_06_16_aan06,1024,64,NA,NA,NA,20,z2
aan,6/16/2021,aan07,vglut2_chr2,11,rtpp,2021_06_16_aan07,1024,64,NA,NA,NA,0,z1
aan,6/16/2021,aan08,vglut2_chr2,11,rtpp,2021_06_16_aan08,1024,64,NA,NA,NA,40,z1
aan,6/16/2021,aan09,control,11,rtpp,2021_06_16_aan09,1024,64,NA,NA,NA,40,z1
aan,6/16/2021,aan10,control,11,rtpp,2021_06_16_aan10,1024,64,NA,NA,NA,5,z2
aan,6/16/2021,aan11,vgat_chr2,11,rtpp,2021_06_16_aan11,1024,64,NA,NA,NA,40,z2
aan,6/16/2021,aan12,vgat_chr2,11,rtpp,2021_06_16_aan12,1024,64,NA,NA,NA,5,z1
aan,6/16/2021,aan13,control,11,rtpp,2021_06_16_aan13,1024,64,NA,NA,NA,0,z2
aan,6/16/2021,aan15,vgat_chr2,11,rtpp,2021_06_16_aan15,1024,64,NA,NA,NA,20,z2
aan,6/16/2021,aan16,vgat_chr2,11,rtpp,2021_06_16_aan16,1024,64,NA,NA,NA,0,z2
